Process ID,D2C_R,TD2C_R,TD2C_Ranking_1_1_Var,TD2C_Ranking_1_2_Var,TD2C_Ranking_2,TD2C_Ranking_3,TD2C_Ranking_4,TD2C_Ranking_5,TD2C_Ranking_6,TD2C_Ranking_7,TD2C_Ranking_NoCont,TD2C_Ranking_PastFut
1,0.35159014596514593,0.611293708119366,0.6915830370609782,0.6214133782883783,0.181875,0.16384108946608947,0.6776145382395382,0.1875,0.5557801226551227,0.005,0.3939265146618088,0.3688095238095238
2,0.4724774531024531,0.38072962984727693,0.5175693727067566,0.5717106453058466,0.45370019331803385,0.5807929915157082,0.47233853768780243,0.4581750275867923,0.48410561660561663,0.42756677350427347,0.5184159347704239,0.5409900516150516
3,0.47987103174603174,0.0,0.23166666666666663,0.38901785714285714,0.24194444444444443,0.08166666666666667,0.4646924603174603,0.7407048926950243,0.14375,0.6405053076008959,0.13303571428571428,0.429375
4,0.6274309017507547,0.8586143023643024,0.4202975047827989,0.4334485653235653,0.575200543187276,0.6420833333333333,0.8815551809301809,0.6431661047286047,0.7708822964669738,0.1575,0.5471078227328228,0.9082341269841271
6,0.49050595238095235,0.8266071428571429,0.7541170634920634,0.7700270562770563,0.7657440476190477,0.7980654761904762,0.8160894660894661,0.46805555555555556,0.6817757936507937,0.44419642857142855,0.7639348845598846,0.624811507936508
7,0.5327693222959493,0.47262445887445886,0.6282073573356468,0.7012896519330343,0.5919161047286047,0.5773631842014195,0.6914349967842615,0.5964471878955238,0.6256798675181028,0.539731785336156,0.6636364137883101,0.6597429907124179
8,0.6374148114956938,0.6600325634332987,0.7637417606902901,0.809554685510568,0.7213268308488897,0.6834382651662063,0.7675846294228647,0.6928211371961372,0.7112146187146187,0.5579247631453514,0.7409978603912427,0.6627466283716283
9,0.932631985934079,0.9082141130003393,0.924976688687989,0.9316774367703161,0.9110940589917403,0.8994121895196232,0.9332507746381585,0.9201698074027795,0.9279132904848849,0.916717483769577,0.9284048139253247,0.9494822233579974
10,0.04464285714285714,0.20029761904761906,0.29982683982683983,0.2609821428571429,0.209375,0.23005952380952382,0.30177128427128425,0.37026064213564214,0.3211904761904762,0.15181123700860544,0.28764880952380956,0.27606109168609166
11,0.5057368285309461,0.7389260045510045,0.7202917221667222,0.6832459207459207,0.7449545715722186,0.70760434010434,0.7436475330225331,0.6583393812070283,0.6960806554556555,0.5425909989348456,0.7511462148962149,0.5310130718954248
12,0.9256682318089473,0.9120769744531355,0.9281152500899438,0.930084637369854,0.9054349775760799,0.9092220767278818,0.9361069458147631,0.9157624756134817,0.9326722774129894,0.9225758011768074,0.9349486356007255,0.9507751420406219
13,0.6597953672789199,0.8512455599955601,0.9373169191919193,0.9361805555555556,0.9258630952380953,0.8805156648906649,0.9332168770771713,0.8462541612154615,0.8724174783549783,0.7226455635008266,0.9109280303030303,0.7113941202631218
14,0.6300700810627281,0.7401009407259407,0.7731963869463869,0.7441244866244866,0.7820869408369409,0.7370250582750583,0.7794009462759462,0.6875384337884338,0.768631993006993,0.5909276862198689,0.7356308275058275,0.5850256238859181
15,0.953133116883117,0.9944444444444445,0.9779265873015873,0.9974999999999999,0.9913194444444444,0.986546717171717,0.9885416666666667,0.9105131673881675,0.9888194444444445,0.949672619047619,0.9829166666666665,0.9767234848484849
16,0.12625,0.7970752164502165,0.7851534576534577,0.7780753968253968,0.801234668109668,0.796126443001443,0.7629960317460317,0.4901052539222044,0.7754987373737373,0.37543654336644644,0.7586201298701298,0.463204365079365
18,0.9317036435786437,0.9913194444444444,0.98125,0.9849007936507936,0.9822916666666666,0.9885416666666667,0.9863194444444444,0.8823250360750361,0.9841666666666666,0.9308811327561328,0.9745833333333334,0.9806944444444443
19,0.5157089777697362,0.7384519062808537,0.6568292739710074,0.6536240477358899,0.6474076617826617,0.6848592050149713,0.5289115966620762,0.53807504995005,0.605987252126958,0.5122130537591063,0.7147778691896339,0.7106316144725587
20,0.5454172135054488,0.5067239174224468,0.5865512836836366,0.6061652236652237,0.5580698141727554,0.5512112234171058,0.6336913433788434,0.41541110237801415,0.5996681810836223,0.4237443132847544,0.5387561294914236,0.5694540291579765
