Process ID,roc_auc
1,0.7544517341498916
2,0.7640636789712231
3,0.7672302701005475
4,0.8384977284407915
6,0.7117695789367464
7,0.7890488850419554
8,0.8417271913219783
9,1.0
10,0.6122956093405716
11,0.9737660005945656
12,1.0
13,0.8925164497359616
14,0.9826053129159183
15,1.0
16,0.8569219947793134
18,1.0
19,0.7783331344119335
20,0.9140108262985417
