Process ID,D2C_R,TD2C_Ranking,TD2C_Ranking_1_10_Var,TD2C_Ranking_1_1_Var,TD2C_Ranking_1_2_Var,TD2C_Ranking_1_3_Var,TD2C_Ranking_2,TD2C_Ranking_3,TD2C_Ranking_NoCont,TD2C_Ranking_PastFut
1,0.47177923383805737,0.6869916888666888,0.08416666666666667,0.3497657203907204,0.46686043123543125,0.2101336286262757,0.15743055555555557,0.08075396825396826,0.5444551975801976,0.311875
2,0.44985948915486035,0.5480838789478495,0.12007020757020756,0.5371266049052427,0.5200626456876456,0.5316119136281675,0.4879718216724796,0.5615446685667274,0.5331268079587588,0.5108526196026195
3,0.6466666666666667,0.0,0.19645833333333335,0.20166666666666666,0.33791666666666664,0.2767857142857143,0.07083333333333333,0.0,0.0,0.3406547619047619
4,0.5547003387113689,0.350625,0.6881511544011544,0.18998015873015875,0.017424242424242425,0.017083333333333332,0.700224567099567,0.01,0.010714285714285714,0.3296626984126984
6,0.4773049295475766,0.6965672521922521,0.412907301032301,0.7177749252381606,0.665670171331936,0.6020644416213302,0.5900322594072593,0.6254347041847041,0.72093837535014,0.5908270202020203
7,0.4743091096148035,0.41430750901145635,0.4276696294079606,0.6160977128092066,0.642952028728925,0.634189466364389,0.5878711811064752,0.5454684204684205,0.6579717525121936,0.6078423645712732
8,0.4262095934080302,0.5106668843572111,0.3735707194169625,0.5835915379848977,0.6537256189252951,0.6411688905027721,0.5375103484836457,0.4454047316775645,0.5089262696587251,0.5100056233165995
9,0.7932151875901876,0.5599134199134199,0.5842361111111111,0.6778273809523809,0.7823119241869242,0.8287116927190457,0.8119337606837608,0.7095979714729715,0.8719892199303964,0.7291210872460873
