Process ID,F1
1,0.18342957751906033
2,0.16737321744108768
3,0.055688964151392656
4,0.49798984996411555
6,0.21828699520203418
7,0.33951165266885597
8,0.3869624521330353
9,0.791175651566756
10,0.14003084762335252
11,0.5043299812579018
12,0.7921417547165343
13,0.6063954267142683
14,0.5268570633571463
15,0.9209791093865921
16,0.4085925545029803
18,0.9222210442417901
19,0.554781964370173
20,0.4083775898443578
