Process ID,roc_auc
1,0.7538900326029535
2,0.759588599351473
3,0.7713689492381384
4,0.8389227503693363
6,0.6994084989395979
7,0.7807700201791243
8,0.8325157850969335
9,1.0
10,0.6085088634820639
11,0.971140715908453
12,1.0
13,0.886148417823818
14,0.9807598769832498
15,1.0
16,0.8435999619533563
18,1.0
19,0.7755554274204199
20,0.9066257526656771
