Process ID,Precision
1,0.22313067169240083
2,0.14361301711560023
3,0.062140685560625485
4,0.647822496802726
6,0.3503009240018237
7,0.3258689280955715
8,0.4090023539307033
9,0.6685664572311018
10,0.14487472605026483
11,0.3502735096228351
12,0.6694864752159129
13,0.7735701901969811
14,0.37323670652365865
15,0.871977898954808
16,0.32084271655326185
18,0.8734933781660481
19,0.5535396123841168
20,0.27064258541913294
