roc_score,iteration
0.8404396975462143,0
0.8254040216445753,1
0.8260294586130209,2
0.8416305962412967,3
0.8197614194879335,4
0.8290948098818108,5
0.8580337147885901,6
0.8199659739210365,7
0.8270719822079948,8
0.8288098398142495,9
0.8388463260178951,10
0.8264909631318136,11
0.8138260586784283,12
0.8462534179230009,13
0.8283519694750816,14
0.8164050585375451,15
