roc_score,iteration
0.8404396975462143,0
0.8254040216445753,1
0.8260294586130209,2
0.833885173748238,3
0.8176618247132992,4
0.8261767276185705,5
0.8279015363618204,6
0.8251615108581141,7
0.8282543843382455,8
0.8234764175629032,9
0.8384110074842313,10
0.8580987380021655,11
0.833348496947419,12
