roc_score,iteration
0.8541666666666666,0
0.8527777777777777,1
0.8694444444444444,2
0.8541666666666666,3
0.8454861111111112,4
0.8659722222222223,5
0.8538194444444444,6
0.8694444444444444,7
0.853125,8
0.8555555555555556,9
0.8538194444444446,10
0.8694444444444444,11
0.8520833333333333,12
