roc_score,iteration
0.8611111111111112,0
0.8277777777777778,1
0.8520833333333333,2
0.8326388888888888,3
0.8763888888888889,4
0.8618055555555556,5
0.8045138888888889,6
0.8614583333333333,7
0.8545138888888889,8
0.9072916666666668,9
0.8520833333333333,10
0.8315972222222222,11
0.8944444444444445,12
