roc_score,iteration
0.8548611111111111,0
0.8607638888888889,1
0.8604166666666667,2
0.859375,3
0.8572916666666666,4
0.8604166666666666,5
0.8729166666666667,6
0.8586805555555556,7
0.8649305555555556,8
0.8680555555555555,9
0.8590277777777778,10
0.8597222222222222,11
0.8593750000000001,12
