roc_score,iteration
0.8404396975462143,0
0.8385073642019357,1
0.8385073642019357,2
0.8385073642019357,3
0.8385073642019357,4
0.8385073642019357,5
0.8385073642019357,6
0.8385073642019357,7
0.8385073642019357,8
0.8385073642019357,9
0.8385073642019357,10
